"experiment"	"horse"	"lameLeg"	"lameSide"	"lameForeHind"	"A"	"S"	"W"	"pc1"	"pc2"	"pc3"	"pc4"
"69"	2	"B5"	"right:fore"	"right"	"fore"	-0.149061294268621	-3.96047439471745	-0.0315932620939146	0.0523841007003707	0.149723409788849	0.0846550026499369	-0.0480276363822431
"70"	2	"B5"	"left:hind"	"left"	"hind"	-0.612126388230537	-2.94383369376784	-0.0497834431725049	0.0759683883832784	0.117988314575954	0.118792577673889	-0.181536566229807
"71"	2	"B5"	"left:hind"	"left"	"hind"	-1.44681159672061	-1.50388352053331	-0.0978523845123462	0.0832050158753149	0.0618364935838499	0.25549250741702	-0.268187209930528
"72"	2	"B5"	"left:fore"	"left"	"fore"	0.160187843892317	-5.00693356120761	0.0243157595233504	0.0824072522094895	0.0756405032177856	-0.0463648976207523	0.0178444941062097
"73"	2	"B5"	"left:fore"	"left"	"fore"	0.249353824775415	-3.60327885853814	0.0513629415933556	0.0571097917023411	0.131967805587986	-0.102112744066726	0.0229713463224814
"74"	2	"B5"	"none"	"none"	"none"	0.0411711103562152	-6.27199364665487	-0.00721363987564416	0.099739918520217	0.0409093199214875	0.00837613451032971	0.0231572990272546
"75"	2	"B6"	"right:hind"	"right"	"hind"	0.586055078877856	-3.02143274785733	0.0401287085668545	0.109705795539487	0.00483269298308199	-0.182236165261568	0.0327588154857512
"76"	2	"B6"	"right:hind"	"right"	"hind"	0.614612862167043	-2.86399224504771	-0.038852928870498	0.104732194504027	-0.0571848195695054	-0.191367691939974	-0.0183639138219729
"77"	2	"B6"	"right:fore"	"right"	"fore"	-0.241625758103435	-4.19910370402371	-0.0298748171489043	0.105731397002395	0.0486786340640837	0.0885162249542669	-0.0219359194295133
"78"	2	"B6"	"right:fore"	"right"	"fore"	-0.460148179542572	-2.67234939717088	-0.0676119321101564	0.0807677120527143	0.0991486232793268	0.178336737580169	-0.0857630432928261
"79"	2	"B6"	"left:hind"	"left"	"hind"	-0.276613968557716	-4.18801411418389	-0.0115631423442251	-0.0130167981808868	0.254212436479996	0.00105866501539727	-0.0656375951650714
"80"	2	"B6"	"left:hind"	"left"	"hind"	-0.539820779255222	-2.62171598419065	-0.0388543626461516	0.102229294490462	-0.0922729301876736	0.206744386079768	0.00515997065447641
"81"	2	"B6"	"left:fore"	"left"	"fore"	0.192989961782545	-3.76278123992262	0.0409991875960616	0.103850010905413	0.0405091013743007	-0.106433324085778	-0.058866125388027
"82"	2	"B6"	"left:fore"	"left"	"fore"	0.212688056752596	-3.27406092495505	0.0520336267209797	0.0944613235402093	0.0655925504767083	-0.131917393617308	-0.0401438029165713
"83"	2	"B6"	"none"	"none"	"none"	-0.0643453190519122	-3.37907259730478	-0.00605314050667471	0.0913166304783497	-0.171738298282487	0.0225743277302996	-0.0871607503595147
"84"	2	"B7"	"right:hind"	"right"	"hind"	0.167295671251344	-5.16409831288957	-0.00998938295548746	0.123204504460129	0.0159326889269582	-0.0438041585421889	0.103887865694828
"85"	2	"B7"	"right:hind"	"right"	"hind"	0.354344453168627	-3.99236978968266	0.0219694996389261	0.109827151616883	0.06007431727605	-0.103577152529293	0.130144937516436
"86"	2	"B7"	"right:fore"	"right"	"fore"	-0.317759951820676	-2.79890440909872	-0.0582040643377663	0.0875619006264859	-0.125915819722524	0.135839211511213	0.27289562855494
"87"	2	"B7"	"right:fore"	"right"	"fore"	-0.681511392485447	-1.8020128866206	-0.104029879811172	0.0769633762422784	-0.0860392314102047	0.218025828827227	0.320200994444527
"88"	2	"B7"	"left:hind"	"left"	"hind"	-0.247765684951022	-4.41251857717879	-0.0223977502537863	0.103666843782945	-0.137807957393159	0.0940377826170472	0.0702163347327448
"89"	2	"B7"	"left:hind"	"left"	"hind"	-0.303145251189902	-3.99044224492754	-0.0267745566716936	0.12202974786157	0.0485150932092774	0.104201461330685	-0.0134029276525616
"90"	2	"B7"	"left:fore"	"left"	"fore"	0.487644235684096	-2.54167970711928	0.0577881682727398	0.107945398621729	0.0124457114582807	-0.231496869580467	0.0442351466178133
"91"	2	"B7"	"left:fore"	"left"	"fore"	0.605236434536648	-1.57843877796452	0.0930153099702566	0.0727404051345819	-0.0144312053860027	-0.209624052835588	-0.0331122157658905
"92"	2	"B7"	"none"	"none"	"none"	-0.0383586436167206	-6.60675363958178	0.00329204905772473	0.120398539633167	-0.0895939520735838	-0.00770094845482713	-0.072018535318763
"93"	2	"B9"	"right:hind"	"right"	"hind"	0.172038780952553	-5.00111041132459	0.0161603924023895	0.0971677558653153	0.0683571584597854	-0.0582275999428307	0.036645342799504
"94"	2	"B9"	"right:hind"	"right"	"hind"	0.256824209735425	-4.23657343339192	0.0156223184760054	0.0975136326596066	-0.00296687246291959	-0.0899029830505602	0.029450981309222
"95"	2	"B9"	"right:fore"	"right"	"fore"	-0.126270642955834	-5.68844579510694	-0.0152907093426103	0.0627364152905308	0.152210626058583	0.0275990346238275	-0.0176612680440631
"96"	2	"B9"	"right:fore"	"right"	"fore"	-0.143697889173658	-4.33517092810629	-0.0365680722497346	0.065689722571827	0.135157307560941	0.0755810116662974	0.0316762952413079
"97"	2	"B9"	"left:hind"	"left"	"hind"	-0.0734257174480677	-6.22743365509438	0.00487496981845981	0.0658262802578912	0.158088890358241	-0.0153219065286937	0.00803188776681949
"98"	2	"B9"	"left:hind"	"left"	"hind"	-0.258596340921829	-4.50563305711505	-0.00723931725792698	0.0943779581895036	0.0424363953352773	0.0472896693610776	-0.0528444222349567
"99"	2	"B9"	"left:fore"	"left"	"fore"	0.222338918992275	-3.63744187440622	0.0435562626050482	0.0858551367429057	0.05961233289121	-0.103672062575143	0.0553662509278191
"100"	2	"B9"	"left:fore"	"left"	"fore"	0.223893020513948	-3.08012655177971	0.0559438158255227	0.087353938025923	0.0237395343265676	-0.124765900623012	0.00907921120647097
"101"	2	"B9"	"none"	"none"	"none"	0.00374895789555749	-5.91545399580698	-0.00799790723892302	0.0746921940187523	0.140703120462435	0.0216717671505568	0.0388301735517437
