,Base1,Log1,Rand1,Base2,Log2,Rand2,Base3,Log3,Rand3
0,0.3076923076923077,0.9230769230769231,0.8461538461538461,0.3076923076923077,0.6153846153846154,0.6923076923076923,0.3076923076923077,0.6923076923076923,0.5384615384615384
1,0.3076923076923077,0.46153846153846156,0.6153846153846154,0.3076923076923077,0.6153846153846154,0.9230769230769231,0.3076923076923077,0.7692307692307693,0.9230769230769231
2,0.2,1.0,0.9,0.2,0.9,0.7,0.2,0.8,0.8
3,0.3076923076923077,0.9230769230769231,0.7692307692307693,0.3076923076923077,0.7692307692307693,0.6923076923076923,0.3076923076923077,0.7692307692307693,0.8461538461538461
4,0.4444444444444444,0.8888888888888888,1.0,0.4444444444444444,1.0,0.8888888888888888,0.4444444444444444,0.7777777777777778,1.0
5,0.4444444444444444,1.0,1.0,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.8888888888888888
6,0.4444444444444444,1.0,1.0,0.4444444444444444,1.0,1.0,0.4444444444444444,0.8888888888888888,1.0
7,0.4444444444444444,0.7777777777777778,0.8888888888888888,0.4444444444444444,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.6666666666666666
